segment f1 f2
e 375.48143601985595 1806.5803755059194
e 377.1135728321122 1728.2945581053186
e 378.2321985416988 1805.5052665717874
e 383.4429973668396 1985.8032281945445
e 391.4174643656574 1940.2841553157443
e 398.7483028691586 1842.1075418859236
e 403.67047264125966 1841.9904121619932
e 404.3747540485051 1714.4090340882854
e 405.7168569138626 1848.1501709971167
e 408.1450381024952 1864.2929237452065
e 411.1136102355532 1735.551209797555
e 418.16061140425995 1806.810387191831
e 430.0205441942735 1713.0048719313245
e 452.7582617465305 1375.5204008825115
i 1401.350688704466 2405.782526295204
i 198.13500280107573 1648.8181798701082
i 202.0155455307964 2056.995360595664
i 2034.315105251017 3146.276618852435
i 214.2580880715105 1973.328905487094
i 2197.863182450631 2947.375360126564
i 240.00028404925402 2093.7494437582836
i 242.34505514405225 2042.8079936217573
i 245.6692538355841 1993.7106420162459
i 251.6339083062823 1792.694667956905
i 253.4797763529757 1983.265329326695
i 255.2312966488488 1980.303925273751
i 255.63465409683394 1978.5082087853789
i 256.764867572411 2150.855580648655
i 258.6886361833633 1515.1142619959471
i 259.95931861748875 1973.8778575348754
i 260.2698167671709 2445.1373865476858
i 262.70100011777595 1958.2767923664574
i 268.4078862189303 2199.181207942469
i 270.8093209549444 1389.3145456119562
i 271.19705379936477 1948.4510861800038
i 272.26751927617386 2214.476338604584
i 274.5780611213785 1944.4492504055686
i 274.60596728755235 1522.6908902203936
i 278.41823944308203 2010.4341993153055
i 279.3559090162346 1945.722444970984
i 279.67227701491856 2172.610427470496
i 281.06250002145487 1988.1935779169944
i 281.7707192804105 1850.9766768977472
i 281.805210643287 1975.88425061163
i 283.94382514999313 2074.239733652676
i 284.4528146839792 1997.4803410443433
i 284.8946914183184 1991.1192735027519
i 286.45103924032014 1848.2375445388311
i 287.0373813243158 2330.2304779498845
i 287.727717009779 1981.6227168678845
i 288.5536222859133 2051.9952464206763
i 288.94803074698524 1904.4697453308095
i 289.4316289867436 1929.2634885499947
i 290.8973165922154 1948.7603865195142
i 291.3610077459675 2083.3293732587076
i 291.7766144574988 2214.787117328845
i 291.95949632811556 1993.6346374512066
i 292.0005270166567 2010.7399090398665
i 293.7418604611039 2342.7442786086235
i 293.86450606049965 1975.0617867340818
i 294.0397437340531 2219.3701097141193
i 294.4387329648989 1898.2527721105191
i 294.5207307845704 1989.563076307102
i 294.8052991407889 1965.6593246371178
i 296.98022410048037 1386.0988519463071
i 298.23478912100563 1930.0637411751952
i 299.44996554974955 2409.175389175737
i 300.4868620803464 1836.8703402740198
i 300.8857427794295 2115.678229306092
i 301.00537271235527 2402.421891800942
i 301.7701487824376 1283.1456583588556
i 304.06616667801137 1749.0456230395444
i 304.3126920134772 1938.1631390341533
i 309.3413471193187 1970.0334384083596
i 309.389574770578 1847.4281073585478
i 309.80423972928384 2041.0637751799275
i 310.3746626680459 1952.8776131430068
i 310.5936665957814 2081.101403921328
i 314.290719244224 2029.497176395868
i 314.7817179200309 1801.8960920862753
i 315.9673077656548 2163.3198679677453
i 318.338357012872 1927.4938625385007
i 319.1343529847487 1951.6790809326467
i 322.4234660391971 1964.7033975784107
i 324.19056107324957 1989.594690536455
i 324.20959004887914 1882.343946562167
i 324.2788531251343 2208.897184099897
i 324.3965887639496 2079.7085400975056
i 325.70122356731866 1880.403407782471
i 325.75358175494205 2208.4753741732616
i 327.8717119683595 1433.8331321884068
i 329.6267867979979 2140.3731738062293
i 330.04732902752164 1822.9985357620494
i 330.9171875648456 1760.3195088898335
i 330.9600379211041 1806.5043021560464
i 334.74638176959013 1886.4777327801455
i 334.94843529495927 2224.8535801547846
i 336.4349373841236 2049.4002483694644
i 337.16593406916735 1904.8658266751215
i 338.0393974228437 2080.6985805073473
i 338.1116736912052 1241.0323446418297
i 338.26401016265226 2072.2944344865473
i 340.2446449746811 1970.3067828024548
i 340.6042925739079 1902.0551621475365
i 340.958686619639 1452.5519859193707
i 341.2078357072668 2027.7146315594039
i 341.9291268214618 1943.623507490993
i 342.5148952291582 2253.195407784418
i 344.31369548557194 1820.2448928055114
i 345.4599071156369 1772.1284035379608
i 345.49086060588405 1721.1433741229193
i 346.3963238299443 2088.9417151341268
i 347.0131880535547 1536.5146270958924
i 357.9181909421551 2131.346282579103
i 359.7706368901684 2161.756573749376
i 374.3909787802346 2024.6550268531105
i 375.346436946316 2047.579779302771
i 379.02822335736846 1861.7845583658607
i 420.21276356693477 1547.4938270782593
i 683.8984948825166 2013.6052273596115
i 766.834562061693 2780.934157142263
j 1046.9916710348211 2144.6031394686725
j 148.4083829600186 2151.278432085136
j 172.45823210428534 1871.9726366708887
j 223.90629940995183 1921.3125951461834
j 239.258670187232 2114.7032490055963
j 251.50947434365213 1981.4360300106848
j 255.11680370321506 2036.843915074233
j 256.16752518264883 1290.5921795785844
j 261.6727849019322 1960.8800674080571
j 264.6921005247377 2048.5468639667965
j 266.99648233567035 1888.222584878149
j 270.6297565180927 1949.4480415492158
j 275.2904505989086 2161.1476727871363
j 277.39422527285103 2000.564326396295
j 279.27004580718017 2309.772261525762
j 284.2745884170359 2530.2673631358734
j 303.89704473995045 2102.6676765042366
j 307.90380228524367 1993.5069455687756
j 309.8446539271529 2120.5065102736667
j 313.6863082730093 1866.0063598089966
j 326.6800059843427 1892.4471262968575
j 330.48338652863526 1827.6508941051984
j 332.1109528569244 1957.5107309216635
j 335.6223848649641 1802.4424208905482
j 339.2444610953904 1330.2797669790248
j 351.7172231829968 1747.917626430614
j 354.70038547919825 1579.2008687949292
j 357.3823084406949 2015.5218364463528
j 361.2642584940145 1581.5834678973872
j 364.8973813806119 2184.998548765272
j 365.08203653112037 1943.584395956179
j 368.28261618894857 1316.8699564765075
j 369.65422435643063 1634.6563615660848
j 372.1220887468041 1794.3905900401387
j 372.5166967811542 1814.553424181963
j 375.09743655764265 1840.8027982603007
j 376.61276193966 1765.3877124748703
j 378.05866972135345 1910.6919359676663
j 378.709556965013 1813.6573951748512
j 379.67229653045194 1740.7104450718946
j 379.8346814922078 1592.2475774620048
j 381.7008072626886 1540.7880224975306
j 387.4288450917788 1837.7254132666046
j 391.3048127500877 1564.940989074269
j 392.17541408279095 1647.7155136600531
j 393.39789817906734 1849.8373016879498
j 402.88001632493365 1874.1924598837982
j 406.1219650061996 1854.3271726245614
j 418.94962177554044 1208.5119835303017
j 435.98853629033465 1814.1942025999656
j 454.7046598369284 1564.434780480162
j 480.38141528660304 1303.3748116169377
j 487.60048775285577 976.3457549895506
j 511.37624935434246 1856.8073657238504
j 538.5817931096608 1719.0048873091032
o 357.1911723854878 1687.5984509881241
o 419.4775018231905 1708.5719455662472
o 431.07692000117885 2079.5989261220225
o 466.72665589640417 645.6715908991391
o 519.6326397225788 2291.5563465859714
o 558.1709001170733 1198.629631501854
u 1179.1416769398738 2578.2997301155306
u 158.8981353959851 1847.8572984023147
u 261.4296854261625 1099.800336691761
u 289.8974013924069 1944.1711044986932
u 301.54647452304783 2154.1408955831876
u 306.75664789618895 849.6796628998803
u 336.76408500888516 1801.721811908902
u 340.0947002333294 1556.3166501713886
u 348.5264609430564 657.8279060767992
u 349.5489835531742 1837.2929349247365
u 350.7023559877378 708.2850201193136
u 352.69080294481444 688.79783644829
u 362.6258623592528 1154.4859823880583
u 375.08959092071734 938.7252683921869
u 378.8318565774708 603.3027958432156
u 385.35930388786903 1181.987643262882
u 391.60204134501765 2185.174443382192
u 397.49493864592125 2792.0765579808713
u 407.6460203918575 2239.204838184385
u 411.5457302676391 1957.5283479944972
u 416.61161642323 1773.2266891811078
u 426.5191091462331 2415.3021662184497
u 429.3885747345001 551.445068166507
u 433.7481675980324 706.5916089481044
u 446.4231233293346 712.3280472512008
u 456.570674954219 1238.1514400796368
u 463.34525527274127 2504.9994552981016
u 480.3327276741489 958.0777861241546
u 482.55533057724267 874.997514095274
u 482.9261906166924 2480.1575018294006
u 485.87486847802995 671.2327250777535
u 503.82098682594005 2233.709317446018
u 523.2942400328106 1034.1110446171099
w 398.0275615078767 1269.6218062408607
w 424.3555681569222 973.0597598080547
w 426.32804862407505 704.9932238726213
w 428.32702142125174 1443.9727198998933
w 430.8911915279227 1205.8438633749151
w 462.0884505243436 884.5798923707306
w 466.0731052663496 1596.0451546363684
w 521.8348929460018 685.4701317438971
w 546.2651433834058 983.3535092098
w 553.4138948391694 1003.5299130564306
w 573.1374315478286 816.0099879461318
w 744.1714221241077 2669.7117093072575
y 228.20763782611306 2200.610759495101
y 238.54457339345987 1551.940639214331
y 242.72792888324844 1713.4701857290213
y 248.32926464594414 2286.4134056759963
y 249.39871140269108 2156.8112675812504
y 251.5508368640099 2144.7281253977208
y 252.219789867601 2010.0089198112223
y 252.67411422776274 1807.296667524837
y 252.91671816886225 1856.9618626959345
y 255.4195692896132 1625.0847182409282
y 259.66405513997177 1836.494780813727
y 260.1504686899593 718.7707221964154
y 262.0848400510303 2054.5382553418162
y 267.1880112959635 1845.6911877509176
y 270.2574908806782 336.7509728955928
y 270.47857727227716 1801.4916843813069
y 271.4182435326779 1937.9812189622382
y 274.6336475569714 1957.9202904063104
y 277.01388915611085 1694.608112640166
y 279.81390165234336 1967.4757649351056
y 280.28498761939073 1831.7768116448676
y 281.3782536932832 1262.827220396248
y 287.7224138296529 1951.2049038204766
y 288.9454667389711 1769.6617868391077
y 291.66758427844076 2059.0091657636362
y 300.6419014133367 1320.6686784756826
y 300.8258528019741 2029.6361687162323
y 300.92654012133806 2021.5224935374306
y 303.05029465160555 1518.0338446308838
y 303.6805842971852 2029.8874790186971
y 307.71059522385144 1850.787238132094
y 309.5491049100237 1459.9429033316899
y 318.5727956260161 1748.4343547020576
y 319.10832591385423 1412.3801285365273
y 321.42567761615436 1755.9756589797882
y 324.63247454063986 1765.7010265871336
y 326.78882096989855 1811.4799709550355
y 326.88251991992166 1984.319365882178
y 329.0763978387188 1612.532036595193
y 334.3699815614693 2069.628341427565
y 334.7311697129268 1655.3095226080575
y 337.37463033039614 1756.3076328479224
y 337.51053497523003 1363.4788296960828
y 337.708928593859 1754.4839699522288
y 338.45051960478094 1629.9481505554936
y 341.8046352585397 1896.6248869899127
y 342.16737849738166 1791.906687660576
y 350.87928457629977 1779.2158604830474
y 351.13366684297466 1618.9251334026103
y 352.412977127678 1691.3358376345116
y 360.09079774862465 1911.124361662309
y 362.6582728713804 1750.1374455545763
y 364.73661218899986 1850.031928924199
y 379.46326264339734 1573.7072078231752
y 398.0435231040074 1632.1079032715472
y 468.28162113090474 1962.39777195932
y 612.6154719763174 2211.662528085291
y 654.3496579585066 1469.7611544100448
y 764.3207568058481 2278.3784919950103
